class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
K,0.445021093,0.807410061,5.51E-07,0,0.49617058,0.742488146,-0.0306485,0,0.512084961,0.63937372,-0.036283344,0,0.490297318,0.554412961,-0.04167923,0,0.473945796,0.492844641,-0.044859391,0,0.49515599,0.568297565,-0.009109644,0,0.516675532,0.467406392,-0.029301539,0,0.529927909,0.405243933,-0.041155618,0,0.541294158,0.349924117,-0.04860488,0,0.449504554,0.569438159,-0.00880487,0,0.433319122,0.462792873,-0.037358657,0,0.419301659,0.397079349,-0.054208584,0,0.407624781,0.341590971,-0.061942566,0,0.409114152,0.594177842,-0.013011201,0,0.404625952,0.521475732,-0.060111262,0,0.42290315,0.588474751,-0.065296672,0,0.432961464,0.642637372,-0.054131962,0,0.373140574,0.633654892,-0.019071929,0,0.371015459,0.583597958,-0.060006119,0,0.391215146,0.625364065,-0.062472954,0,0.40366894,0.663663924,-0.053734113,0
L,0.351557523,0.810140491,-2.73E-08,0,0.420825809,0.7816571,-0.032067351,0,0.487083912,0.686854959,-0.046825778,0,0.545358419,0.625248134,-0.060662478,0,0.597823501,0.611740291,-0.074359626,0,0.446419924,0.566098511,-0.03208774,0,0.455790162,0.457004189,-0.056129579,0,0.456696779,0.390425146,-0.068275936,0,0.456077993,0.332265466,-0.078328922,0,0.399180591,0.561852515,-0.031850852,0,0.40557158,0.538967013,-0.077565789,0,0.404854447,0.631889701,-0.083676703,0,0.404799521,0.677067697,-0.076884635,0,0.352188081,0.57391274,-0.035117336,0,0.355763704,0.569308043,-0.079665892,0,0.361629426,0.652145743,-0.06741111,0,0.366135389,0.683742166,-0.047692351,0,0.305965662,0.592854142,-0.041290596,0,0.31153816,0.582201481,-0.067824163,0,0.32284832,0.64356935,-0.055707179,0,0.329627573,0.667755067,-0.039621148,0
L,0.352752626,0.815054774,-4.11E-08,0,0.424110889,0.784552217,-0.028091988,0,0.490902722,0.682562172,-0.040244237,0,0.546859682,0.616036355,-0.052652068,0,0.598583817,0.603928268,-0.064979017,0,0.44584623,0.567009032,-0.027568467,0,0.455692202,0.454703361,-0.050980441,0,0.457920879,0.388338745,-0.062041339,0,0.459828347,0.332033128,-0.070857905,0,0.397049963,0.565448225,-0.029539347,0,0.41526252,0.532221913,-0.079417042,0,0.414227128,0.625795245,-0.0872842,0,0.409960508,0.682750642,-0.07923156,0,0.350270092,0.578463972,-0.034664776,0,0.365806252,0.574922442,-0.08070527,0,0.370775938,0.658952355,-0.070234694,0,0.370430112,0.699773133,-0.049770154,0,0.305067718,0.59887886,-0.042376183,0,0.320832789,0.592637062,-0.067530788,0,0.332661837,0.649552584,-0.056956414,0,0.336905837,0.674655557,-0.041559305,0
L,0.357127905,0.814312518,-8.42E-08,0,0.430553645,0.781275332,-0.023439849,0,0.495247304,0.678093255,-0.034289293,0,0.544508398,0.610373855,-0.046313848,0,0.593755603,0.592489004,-0.058068294,0,0.446017087,0.559306502,-0.02496922,0,0.459471554,0.455914736,-0.047524396,0,0.465484083,0.393885434,-0.057931155,0,0.469792664,0.340060204,-0.066241175,0,0.397324145,0.5529024,-0.028243205,0,0.427909046,0.5470016,-0.073133044,0,0.427908897,0.635747313,-0.079312675,0,0.417965949,0.683434248,-0.072159946,0,0.352572083,0.567810774,-0.034279663,0,0.384483665,0.590769172,-0.076715283,0,0.385871768,0.668832362,-0.066606618,0,0.377858281,0.700307608,-0.04821467,0,0.310899556,0.591875911,-0.042700764,0,0.341473579,0.608612061,-0.065782294,0,0.350587457,0.661890149,-0.056273915,0,0.34727779,0.679278791,-0.042459257,0
L,0.3564201,0.813726127,-5.35E-08,0,0.428670794,0.782160521,-0.025692793,0,0.495003253,0.683034182,-0.037958462,0,0.548469067,0.618688047,-0.051014937,0,0.59806633,0.603818893,-0.064045377,0,0.447660118,0.561881244,-0.029276866,0,0.45960176,0.457559884,-0.052528504,0,0.463865191,0.393915474,-0.063351937,0,0.467363924,0.339078724,-0.071931727,0,0.398285776,0.554400027,-0.031614687,0,0.419161886,0.547169447,-0.077672206,0,0.419835448,0.63532573,-0.084509186,0,0.415049523,0.683991909,-0.077594452,0,0.351804793,0.567059696,-0.036654267,0,0.37314409,0.589460552,-0.079878159,0,0.378550053,0.668962538,-0.070247903,0,0.377842396,0.704020917,-0.051910773,0,0.308005273,0.588707983,-0.044306315,0,0.328728855,0.603495479,-0.068583131,0,0.341493994,0.659467757,-0.059813235,0,0.345891446,0.681468725,-0.046098735,0
L,0.354401618,0.81274879,-3.62E-08,0,0.426032394,0.784478605,-0.028316293,0,0.497290134,0.691404462,-0.042226631,0,0.555428624,0.631424248,-0.056389105,0,0.606809914,0.618631005,-0.070840612,0,0.45056501,0.565010607,-0.029560499,0,0.463164687,0.458576679,-0.052458879,0,0.468675643,0.394609451,-0.06428007,0,0.473096639,0.339691013,-0.07377933,0,0.40279901,0.557865739,-0.030615775,0,0.416579396,0.549880862,-0.075367674,0,0.415121436,0.638746142,-0.083038218,0,0.410988033,0.684166253,-0.077477299,0,0.356006831,0.569752514,-0.034539904,0,0.36765033,0.580247104,-0.077339172,0,0.373459458,0.660224974,-0.067518264,0,0.375581473,0.693936288,-0.049658477,0,0.310077965,0.58945924,-0.041118123,0,0.322267324,0.59203887,-0.066227622,0,0.334752291,0.651148438,-0.056033365,0,0.341101944,0.675914347,-0.041246533,0
L,0.344187349,0.812672496,1.45E-08,0,0.414501041,0.78634429,-0.038316324,0,0.480560511,0.700817704,-0.057780903,0,0.536892474,0.634408593,-0.075276911,0,0.593261242,0.618878186,-0.091799475,0,0.439146072,0.568666577,-0.034886058,0,0.44824329,0.460312784,-0.061137769,0,0.447917819,0.391862869,-0.073103406,0,0.446134269,0.332161456,-0.082704253,0,0.392848641,0.566173851,-0.032160047,0,0.389318913,0.540618122,-0.077135183,0,0.389161438,0.631877184,-0.080299415,0,0.394668937,0.665663183,-0.071848884,0,0.347162753,0.578048289,-0.034175344,0,0.338970661,0.569534063,-0.080149516,0,0.346999019,0.651299596,-0.065735519,0,0.358957022,0.673184037,-0.044653609,0,0.302331895,0.5956738,-0.039774496,0,0.296473831,0.579853058,-0.068213694,0,0.308301032,0.641915023,-0.055782594,0,0.320042789,0.662749827,-0.039300829,0
L,0.339644074,0.815731049,5.05E-08,0,0.40567708,0.792948961,-0.046342727,0,0.467511296,0.716679513,-0.070271082,0,0.522711754,0.656871617,-0.090848006,0,0.5806458,0.637472451,-0.109864004,0,0.4264732,0.570839942,-0.044180598,0,0.427876174,0.462231427,-0.075400695,0,0.422543585,0.392312407,-0.090597533,0,0.418118268,0.331533849,-0.101650834,0,0.383206248,0.56439817,-0.037205853,0,0.361221433,0.556182027,-0.084505185,0,0.365575135,0.644830227,-0.088135332,0,0.38097024,0.675972402,-0.079843394,0,0.337626219,0.574713349,-0.035896875,0,0.315989316,0.58708775,-0.083601974,0,0.329734534,0.66502434,-0.071036339,0,0.351968557,0.683190823,-0.050940134,0,0.292716324,0.59133029,-0.039112568,0,0.277378321,0.594606996,-0.070982218,0,0.293269306,0.657295942,-0.062327176,0,0.314063132,0.678409636,-0.047384158,0
L,0.344078183,0.811927438,2.53E-08,0,0.405730605,0.79044807,-0.047978837,0,0.461974353,0.717602253,-0.072665982,0,0.512293458,0.658522725,-0.093948498,0,0.568740666,0.639840066,-0.112830319,0,0.426015377,0.570755482,-0.044014178,0,0.423184931,0.463226438,-0.07747066,0,0.414979547,0.392940283,-0.092616595,0,0.408331364,0.33178243,-0.102422468,0,0.384510875,0.563450754,-0.035870276,0,0.357488662,0.562771261,-0.083125852,0,0.364159256,0.651826322,-0.084207907,0,0.382982165,0.6769014,-0.073477149,0,0.340722799,0.572873712,-0.034153815,0,0.314142942,0.589702249,-0.082361765,0,0.328976959,0.667309046,-0.068510741,0,0.353376865,0.680955648,-0.046830356,0,0.297329605,0.588883877,-0.03728433,0,0.275967032,0.593292713,-0.06919384,0,0.293297589,0.655006886,-0.060011916,0,0.316974223,0.675624967,-0.044004161,0
L,0.344451427,0.811548829,1.23E-08,0,0.407170951,0.788164377,-0.046373628,0,0.463623017,0.712186575,-0.070180573,0,0.512926936,0.652076304,-0.091079161,0,0.568670928,0.632079422,-0.110222802,0,0.423742503,0.567217112,-0.04245691,0,0.419958293,0.455705822,-0.075550877,0,0.410791069,0.384251982,-0.091671184,0,0.403245062,0.322852463,-0.102528498,0,0.380783767,0.564191401,-0.0355759,0,0.358677626,0.552668393,-0.087132916,0,0.364864349,0.642223835,-0.092546612,0,0.381378263,0.676254153,-0.083566144,0,0.336991787,0.576450586,-0.034480244,0,0.315290064,0.584468603,-0.086054958,0,0.32964319,0.663386881,-0.074695498,0,0.352253437,0.683541954,-0.053245209,0,0.294131428,0.594463587,-0.037751652,0,0.277075917,0.59134531,-0.071568288,0,0.2936638,0.653541505,-0.06298127,0,0.315841675,0.676658332,-0.046779756,0
L,0.346894801,0.810490549,1.80E-08,0,0.416134596,0.782307327,-0.039241429,0,0.478691518,0.696107447,-0.059347622,0,0.533290505,0.631910205,-0.077221677,0,0.588519216,0.616369367,-0.094327837,0,0.433180124,0.560937822,-0.038974628,0,0.433170646,0.450810254,-0.066388719,0,0.427848816,0.380662143,-0.080187522,0,0.422774434,0.320872396,-0.091113761,0,0.385840297,0.559215963,-0.035747923,0,0.383621216,0.539790869,-0.08422336,0,0.387715161,0.630677819,-0.09044867,0,0.394006997,0.672807813,-0.083105937,0,0.339879036,0.572560489,-0.036802288,0,0.334428698,0.573494613,-0.082916871,0,0.345209688,0.6514166,-0.071211189,0,0.356364846,0.676661253,-0.051659804,0,0.295533329,0.592516482,-0.041620798,0,0.292067707,0.591280162,-0.06949278,0,0.306580782,0.650284529,-0.059445985,0,0.319304883,0.669095993,-0.04456985,0
L,0.352438211,0.799872518,2.84E-08,0,0.423516154,0.774938405,-0.037615944,0,0.493250549,0.692711294,-0.056108631,0,0.55098933,0.633424819,-0.072655253,0,0.604518116,0.61996603,-0.088814512,0,0.447260231,0.559568644,-0.035388269,0,0.456451654,0.448605001,-0.061471798,0,0.458115011,0.380313694,-0.075129367,0,0.458246589,0.322127819,-0.085665517,0,0.399874568,0.558534265,-0.033371482,0,0.405146122,0.5226686,-0.082497805,0,0.404469967,0.615123153,-0.090099357,0,0.404335409,0.664774537,-0.082903527,0,0.35422647,0.571190417,-0.03538553,0,0.356318116,0.557100832,-0.083971322,0,0.362333119,0.64190042,-0.073014498,0,0.367178738,0.676527917,-0.052317996,0,0.309977889,0.589747727,-0.040511418,0,0.313820958,0.569570899,-0.069843009,0,0.325117469,0.632202148,-0.058305915,0,0.332414329,0.658543646,-0.041645087,0
L,0.357843369,0.797400296,2.34E-08,0,0.429807842,0.776418447,-0.03417708,0,0.503605425,0.69486165,-0.05104794,0,0.560616136,0.637616813,-0.06683851,0,0.61218977,0.629903615,-0.082471289,0,0.454028726,0.559951842,-0.032735083,0,0.465753376,0.452134907,-0.057816613,0,0.470019251,0.385975003,-0.070894219,0,0.473594546,0.330424339,-0.080958501,0,0.405889988,0.556642413,-0.032074615,0,0.422147423,0.526502073,-0.081683666,0,0.420955807,0.617647886,-0.090155609,0,0.416945696,0.672166348,-0.083001509,0,0.359704912,0.567998528,-0.034918372,0,0.373153925,0.563258886,-0.081731044,0,0.377164751,0.645811975,-0.071653798,0,0.376903594,0.684286654,-0.051617477,0,0.314963341,0.586555421,-0.040765565,0,0.328657478,0.578576148,-0.067470372,0,0.339091301,0.637713373,-0.056819174,0,0.342661589,0.663958848,-0.041103031,0
L,0.361143857,0.777662516,2.06E-08,0,0.431119353,0.756055951,-0.032709137,0,0.499049425,0.67513603,-0.04576486,0,0.553500831,0.611249089,-0.05747205,0,0.608838022,0.599770784,-0.06893044,0,0.45623377,0.55322504,-0.023302507,0,0.465367228,0.445873439,-0.045000006,0,0.467280328,0.380546451,-0.055158064,0,0.469716698,0.326363534,-0.063196652,0,0.412474155,0.554920256,-0.023022044,0,0.423711121,0.485643446,-0.069578171,0,0.42144087,0.573292434,-0.077904731,0,0.418450356,0.633861423,-0.069915578,0,0.368127644,0.569349945,-0.026617944,0,0.372595698,0.533652604,-0.074043609,0,0.375452459,0.615917683,-0.065979339,0,0.375574589,0.658519268,-0.045877226,0,0.32091707,0.588292181,-0.03256138,0,0.325596094,0.551394641,-0.06023822,0,0.336951613,0.606898665,-0.050899338,0,0.342677742,0.635814726,-0.036266692,0
L,0.358475894,0.775951385,3.19E-08,0,0.428882807,0.75434798,-0.032925997,0,0.497662097,0.675214112,-0.046703722,0,0.553709507,0.616830289,-0.059027363,0,0.606511712,0.606301725,-0.071001269,0,0.453259081,0.550502956,-0.024937354,0,0.462732166,0.443255544,-0.047186166,0,0.464922935,0.378326148,-0.057714347,0,0.467431158,0.32478863,-0.065632939,0,0.409294963,0.551440239,-0.024447165,0,0.421773076,0.486515403,-0.071480237,0,0.419764817,0.574212313,-0.079649888,0,0.417287946,0.635953784,-0.071333617,0,0.365290374,0.564651489,-0.027781548,0,0.372907162,0.537662029,-0.074933387,0,0.376046807,0.619663835,-0.066926092,0,0.376445979,0.662452877,-0.04677039,0,0.31977734,0.582519174,-0.033547036,0,0.328653276,0.552779436,-0.060466245,0,0.338539481,0.609778345,-0.050590035,0,0.342654556,0.639117777,-0.035400856,0
L,0.35936752,0.782042027,6.98E-08,0,0.430036366,0.764009714,-0.038052808,0,0.503145516,0.697479367,-0.059443757,0,0.560284376,0.649035931,-0.079251938,0,0.611625671,0.638954818,-0.098488264,0,0.453633338,0.550960004,-0.039985429,0,0.46536538,0.448481798,-0.068762638,0,0.469424456,0.382642686,-0.084026307,0,0.472407162,0.328893006,-0.094988525,0,0.403882205,0.542354524,-0.038214754,0,0.41609934,0.529645443,-0.08858595,0,0.41533345,0.617240191,-0.096817635,0,0.413350761,0.667433143,-0.090019099,0,0.356737524,0.552723467,-0.04034102,0,0.369564444,0.569525063,-0.085508965,0,0.373601437,0.644833565,-0.074948132,0,0.375297338,0.675675035,-0.055822469,0,0.312689662,0.572244108,-0.046391282,0,0.324980527,0.589030623,-0.071458124,0,0.336243957,0.642795503,-0.061888047,0,0.342473596,0.660759091,-0.047408186,0
L,0.355814457,0.793762445,7.25E-08,0,0.427594692,0.774289668,-0.035304349,0,0.501512349,0.711922586,-0.057605155,0,0.560747981,0.667860031,-0.078960814,0,0.612163424,0.657886207,-0.09956418,0,0.453165591,0.559642315,-0.040398177,0,0.464191318,0.462146401,-0.068697169,0,0.470358133,0.396124661,-0.083110221,0,0.475143611,0.342736423,-0.093741156,0,0.402482271,0.543854356,-0.039466068,0,0.416355133,0.557691097,-0.083352603,0,0.414747298,0.639900446,-0.08848726,0,0.411565661,0.675228655,-0.082249634,0,0.354273647,0.55415386,-0.042233616,0,0.369744271,0.599051714,-0.081737392,0,0.37296766,0.664804518,-0.070810556,0,0.373597652,0.680400491,-0.054435451,0,0.310098857,0.576072931,-0.049079593,0,0.324347466,0.618217528,-0.070809565,0,0.334373415,0.667595506,-0.062150002,0,0.337584376,0.674951375,-0.049835846,0
L,0.361433327,0.789549828,1.59E-08,0,0.433294296,0.765603006,-0.030461006,0,0.50494045,0.697716892,-0.051605854,0,0.562660575,0.649753153,-0.07291735,0,0.614122748,0.635876119,-0.093952529,0,0.452392608,0.55516088,-0.040097568,0,0.464345723,0.460810125,-0.067376837,0,0.469880223,0.395433456,-0.081166394,0,0.474706382,0.342302382,-0.09151312,0,0.40266186,0.538439929,-0.041113414,0,0.425912797,0.56806308,-0.08270327,0,0.421160072,0.645356357,-0.087550312,0,0.412559956,0.674792528,-0.082476743,0,0.356300384,0.551117897,-0.044996072,0,0.382267952,0.604417264,-0.082954988,0,0.381303996,0.66671735,-0.072123982,0,0.377539814,0.680437088,-0.05667574,0,0.314060211,0.575719893,-0.052424792,0,0.336464405,0.618709266,-0.073508702,0,0.344335765,0.66462183,-0.064656578,0,0.345193475,0.672306538,-0.052468088,0
L,0.358439356,0.779669821,8.85E-08,0,0.426305771,0.761661232,-0.036838729,0,0.49797833,0.699656069,-0.059286594,0,0.555360019,0.655491114,-0.080253892,0,0.606937349,0.646812201,-0.100612983,0,0.449779183,0.552670896,-0.042102829,0,0.459583879,0.45335263,-0.07044477,0,0.464602858,0.388368368,-0.085299395,0,0.468866736,0.33539021,-0.096014388,0,0.400813013,0.538439035,-0.040079538,0,0.412602097,0.543682337,-0.086106472,0,0.412022859,0.624593437,-0.09293244,0,0.409626573,0.665501595,-0.087078959,0,0.354194045,0.547173798,-0.041614391,0,0.366091222,0.581050158,-0.083174661,0,0.370630085,0.649558902,-0.073128462,0,0.37330988,0.672700942,-0.056177974,0,0.311048865,0.566248417,-0.047084257,0,0.321845293,0.597299993,-0.070355341,0,0.333293498,0.649086416,-0.061616264,0,0.339660704,0.662638545,-0.048514102,0
L,0.351600617,0.794153929,6.70E-08,0,0.416261703,0.770419598,-0.041577261,0,0.479054183,0.702050567,-0.06509839,0,0.534965217,0.65241009,-0.086559117,0,0.59077847,0.6430825,-0.107138827,0,0.44212234,0.559434354,-0.042622484,0,0.449760765,0.45259577,-0.073345974,0,0.449930787,0.384475529,-0.089315169,0,0.448858649,0.327521712,-0.100887544,0,0.395229012,0.554332554,-0.039241157,0,0.389754325,0.535075665,-0.089957878,0,0.389804482,0.621298552,-0.097270511,0,0.394814402,0.664250016,-0.090456724,0,0.349209309,0.565304399,-0.040513396,0,0.340976804,0.570034802,-0.087871917,0,0.349729121,0.646007061,-0.076874532,0,0.361316234,0.67386204,-0.057468046,0,0.305821896,0.584085703,-0.045922708,0,0.299125791,0.588530898,-0.07406278,0,0.31163466,0.645018399,-0.064781532,0,0.324689656,0.66371274,-0.050185427,0
L,0.348715991,0.792699635,6.21E-08,0,0.413030684,0.76884079,-0.042195223,0,0.475624353,0.699923396,-0.065719776,0,0.531553626,0.650336862,-0.086951233,0,0.585865617,0.637997746,-0.107204698,0,0.438049138,0.558507383,-0.043663122,0,0.445162594,0.450161278,-0.074802347,0,0.444716513,0.381516516,-0.090713084,0,0.442768544,0.323883325,-0.102084056,0,0.391387105,0.554297745,-0.039710697,0,0.384526461,0.534784973,-0.090706378,0,0.384696633,0.621927083,-0.09732417,0,0.390386522,0.663721859,-0.089894041,0,0.345818877,0.565385163,-0.040554605,0,0.336245388,0.569012702,-0.088170089,0,0.3458395,0.645330071,-0.076551281,0,0.358754843,0.672140002,-0.056681771,0,0.303178161,0.583804488,-0.045598812,0,0.295948237,0.587559462,-0.074356727,0,0.308514535,0.645043492,-0.065039217,0,0.322344542,0.664049029,-0.050279435,0
L,0.355507523,0.787013412,6.60E-08,0,0.420813352,0.76245141,-0.03991355,0,0.483360738,0.687172353,-0.061337821,0,0.539072692,0.630318761,-0.080787607,0,0.59468472,0.618005872,-0.099614374,0,0.443850607,0.554332674,-0.037928876,0,0.451964736,0.445395917,-0.06590648,0,0.453188151,0.378657997,-0.07999298,0,0.452277541,0.322259396,-0.090261385,0,0.397862762,0.554705143,-0.034657788,0,0.398638546,0.517163098,-0.08355017,0,0.400619358,0.606808245,-0.089725129,0,0.403055191,0.652618647,-0.081565797,0,0.353316307,0.567520976,-0.035887394,0,0.351753116,0.550644457,-0.08428029,0,0.360791236,0.632698596,-0.072570488,0,0.368233949,0.665373683,-0.051356636,0,0.310442984,0.586236238,-0.04051603,0,0.311524898,0.564976633,-0.070197865,0,0.324928224,0.625266194,-0.059106331,0,0.334193766,0.65074873,-0.042574439,0
L,0.359393358,0.776865542,5.08E-08,0,0.425735235,0.752028763,-0.037130985,0,0.490378588,0.672115326,-0.055558491,0,0.544464707,0.615419388,-0.072150111,0,0.595385134,0.598924398,-0.088315427,0,0.443024457,0.545920551,-0.036771815,0,0.451826721,0.439233005,-0.06341964,0,0.453537226,0.375000596,-0.077450193,0,0.45344612,0.320516676,-0.087707542,0,0.395838857,0.546957254,-0.034242172,0,0.403966159,0.513850212,-0.083341174,0,0.407066882,0.600497246,-0.091564626,0,0.40749684,0.651584148,-0.084777169,0,0.351247549,0.561046422,-0.035616513,0,0.359431922,0.553709745,-0.082171969,0,0.36778903,0.632704258,-0.072577432,0,0.37182489,0.668052435,-0.053242076,0,0.309272677,0.581209838,-0.040219117,0,0.319767833,0.57219547,-0.067716718,0,0.332416981,0.628841758,-0.058073934,0,0.339077294,0.652898908,-0.043080468,0
L,0.357535511,0.774501324,5.51E-08,0,0.4239721,0.749931335,-0.03635535,0,0.4900181,0.670743585,-0.05451053,0,0.544238806,0.614759684,-0.071027555,0,0.594182372,0.59679091,-0.087120064,0,0.441737592,0.5430879,-0.036366399,0,0.451705873,0.437385738,-0.063038468,0,0.454773992,0.373486757,-0.076996572,0,0.456271529,0.319705367,-0.087110542,0,0.394180477,0.542907953,-0.03433295,0,0.404103905,0.512285292,-0.083806314,0,0.407475293,0.598206401,-0.092415459,0,0.407688349,0.650585353,-0.085732721,0,0.349399656,0.556671441,-0.036100879,0,0.359815866,0.554257274,-0.082351774,0,0.368075818,0.632840037,-0.072971456,0,0.371453851,0.669203997,-0.053830791,0,0.307075709,0.577078998,-0.041135199,0,0.319014251,0.574920356,-0.068333313,0,0.331791043,0.631163716,-0.059257835,0,0.338403165,0.654688895,-0.044666242,0
L,0.357139796,0.772010148,5.85E-08,0,0.425340742,0.748265445,-0.034103457,0,0.492299199,0.669008374,-0.051594723,0,0.545345485,0.611497223,-0.067921057,0,0.593643188,0.591303229,-0.084032036,0,0.440106213,0.541334808,-0.03590405,0,0.450892985,0.438725024,-0.062367879,0,0.455068916,0.375496566,-0.075981982,0,0.458035201,0.322500825,-0.085764706,0,0.392288595,0.539394975,-0.034791879,0,0.406844616,0.512862802,-0.083641261,0,0.410480171,0.597849488,-0.091825448,0,0.409224242,0.651697516,-0.08486674,0,0.348099649,0.553068221,-0.037214443,0,0.364005327,0.558060348,-0.081664488,0,0.372051656,0.634632647,-0.072124414,0,0.373634815,0.671436071,-0.053374033,0,0.306800663,0.574474037,-0.042906564,0,0.32290417,0.58254987,-0.068091139,0,0.335931122,0.635971427,-0.059521437,0,0.341691613,0.657437503,-0.045782611,0
M,0.468483686,0.69111836,-4.92E-07,0,0.523657262,0.641820908,-0.036285158,0,0.535618305,0.501362205,-0.052066367,0,0.464461029,0.425447553,-0.065769933,0,0.405620962,0.379730463,-0.072434559,0,0.534950078,0.417854548,-0.015950397,0,0.554751158,0.346326917,-0.055057555,0,0.549486339,0.431695133,-0.081504405,0,0.538380504,0.505916774,-0.094529323,0,0.484298557,0.417225003,-0.017280854,0,0.500698805,0.320534855,-0.060242236,0,0.509015799,0.417854369,-0.077517606,0,0.508474112,0.49674812,-0.078573771,0,0.4358356,0.432460934,-0.025900591,0,0.437953949,0.31331265,-0.067105025,0,0.460416496,0.396647751,-0.069961794,0,0.465113014,0.466855198,-0.062187742,0,0.38564831,0.465206265,-0.037339617,0,0.398373067,0.404621452,-0.069609739,0,0.422490954,0.463264793,-0.071433142,0,0.427570254,0.511881173,-0.066792794,0
M,0.466806591,0.69179976,-4.48E-07,0,0.525186896,0.641767561,-0.035326175,0,0.535914421,0.501030147,-0.050824217,0,0.460855156,0.428169072,-0.064480521,0,0.399502426,0.385721445,-0.071432896,0,0.534836888,0.416332304,-0.012738881,0,0.553203642,0.348059714,-0.051274717,0,0.550065994,0.429041594,-0.078269482,0,0.539925218,0.501349807,-0.092043392,0,0.484129667,0.415632159,-0.014615528,0,0.500653625,0.320860714,-0.057302635,0,0.510846794,0.414149165,-0.075588793,0,0.510052025,0.492830813,-0.077406861,0,0.435211122,0.431147456,-0.023817394,0,0.438557804,0.314332634,-0.065931298,0,0.462161124,0.39694941,-0.070207633,0,0.466186941,0.466516018,-0.06323041,0,0.3845222,0.464260429,-0.035720568,0,0.399113655,0.408236712,-0.069943272,0,0.423846573,0.469149768,-0.073177092,0,0.42811957,0.517476022,-0.0693352,0
M,0.469399363,0.694999814,-4.45E-07,0,0.527612567,0.641365051,-0.035090383,0,0.537057102,0.502002776,-0.050903346,0,0.463123649,0.428283542,-0.064934917,0,0.402026057,0.385998964,-0.072228871,0,0.534659743,0.418294191,-0.013222084,0,0.55362165,0.350017488,-0.052049749,0,0.551751196,0.431751668,-0.079351999,0,0.542213321,0.50458473,-0.0931364,0,0.484208584,0.418483168,-0.015127013,0,0.501050711,0.323408484,-0.057159014,0,0.512167096,0.416412055,-0.074982658,0,0.511533022,0.495406568,-0.076869309,0,0.435602069,0.435001016,-0.024352271,0,0.438375175,0.317389905,-0.065237217,0,0.462668061,0.397222191,-0.068977997,0,0.466725349,0.466893524,-0.061990131,0,0.384710222,0.469394118,-0.036339302,0,0.398656249,0.408759385,-0.068694435,0,0.424314857,0.466841906,-0.07082963,0,0.429193497,0.516284645,-0.066556089,0
M,0.469702482,0.696565151,-4.39E-07,0,0.528725863,0.642128468,-0.035553422,0,0.536059201,0.50102514,-0.050882101,0,0.460808784,0.42639178,-0.064082853,0,0.399400383,0.385272205,-0.070314892,0,0.534293592,0.41767329,-0.011874688,0,0.549957514,0.348767877,-0.050197203,0,0.548477113,0.431165159,-0.077373512,0,0.540013552,0.506401777,-0.091105357,0,0.483787537,0.418340594,-0.013490492,0,0.497729003,0.320869684,-0.055676982,0,0.508752584,0.415159076,-0.073221855,0,0.50929898,0.498171031,-0.07436306,0,0.435254633,0.436133116,-0.022588771,0,0.435838133,0.317089379,-0.063865781,0,0.459259868,0.392960012,-0.068136655,0,0.463060707,0.461678952,-0.061210278,0,0.384225309,0.471694052,-0.034416404,0,0.398383081,0.410960257,-0.06709981,0,0.424640685,0.468415976,-0.069231376,0,0.430282742,0.518794179,-0.064806759,0
M,0.470113844,0.701226532,-4.36E-07,0,0.530040801,0.643717527,-0.032866027,0,0.539618194,0.506608903,-0.048699453,0,0.466708809,0.436183125,-0.063666567,0,0.406259,0.397633493,-0.072269432,0,0.534567475,0.420048982,-0.012766717,0,0.554470122,0.350548744,-0.052570421,0,0.553841114,0.433822036,-0.080327451,0,0.545818686,0.507732391,-0.094082646,0,0.484152883,0.422442049,-0.015893385,0,0.503663659,0.327812344,-0.058514778,0,0.515669584,0.420700103,-0.077068977,0,0.515720367,0.498922914,-0.079527155,0,0.435430914,0.440658033,-0.026097283,0,0.441125304,0.322741091,-0.067427717,0,0.467334509,0.406314135,-0.071341597,0,0.473634571,0.479099303,-0.064187989,0,0.385140836,0.476740688,-0.038860116,0,0.400024235,0.415698797,-0.071464308,0,0.426968664,0.4728944,-0.073942319,0,0.433698475,0.522261739,-0.069654033,0
M,0.462946713,0.707148612,-4.05E-07,0,0.52491945,0.656514287,-0.03319969,0,0.541056454,0.512255847,-0.047146551,0,0.474334747,0.427219629,-0.059553292,0,0.415996343,0.379325598,-0.065171003,0,0.546616971,0.44465667,-0.010320634,0,0.570349216,0.37285459,-0.048250806,0,0.566159666,0.449655026,-0.075297393,0,0.55137229,0.522424579,-0.088529885,0,0.497923821,0.43923223,-0.012107213,0,0.51795882,0.339203447,-0.052049037,0,0.525003374,0.423965424,-0.069255412,0,0.518012047,0.503033996,-0.070741944,0,0.448890686,0.44804424,-0.021185363,0,0.458272725,0.335750282,-0.060184345,0,0.479467809,0.413678706,-0.063350461,0,0.478250295,0.482824445,-0.056024335,0,0.39742592,0.470907301,-0.033140168,0,0.422098517,0.416858435,-0.063651167,0,0.443957537,0.477354825,-0.06522432,0,0.442692578,0.528017759,-0.060881522,0
